,title_id,title,date_added,release_year,rating,duration,description
2321,70129374,Winter's Bone,03/01/2019,2010,R,100,"In this unflinching noir drama, a resilient teen goes on the trail of her missing, drug-dealing father when his absence threatens the family's safety."
2322,80167647,Your Son,03/01/2019,2018,TV-MA,103,"After his son is brutally beaten outside a nightclub, a surgeon takes the law into his own hands and seeks vengeance against the perpetrators."
2324,80184973,2307: Winter's Dream,03/01/2018,2016,TV-MA,101,"In the frozen tundra of a futuristic Arizona where humans have been forced underground, a soldier hunts the bioengineered leader of a rebellion."
2325,80203919,Adel Karam: Live from Beirut,03/01/2018,2018,TV-MA,59,"From Casino du Liban, Lebanese actor and comedian Adel Karam delivers earthy punchlines on kissing norms, colonoscopies and a porn star named Rocco."
2326,70229921,Ai Weiwei: Never Sorry,03/01/2018,2012,R,91,Chinese artist and activist Ai Weiwei uses social media and art to inspire protests and suffers government persecution for his actions.
2327,70021551,Aitraaz,03/01/2018,2004,TV-14,153,A happily married business executive is forced to deal with an episode from his past that he had long thought was put behind him.
2328,80236167,Bachelor Girls,03/01/2018,2016,TV-14,61,"Through intimate interviews, this documentary explores the stigma facing independent women who seek housing in modern Mumbai."
2329,80175151,Balu Mahi,03/01/2018,2017,TV-14,149,"Determined to stop his ex-girlfriend from marrying, a young man crashes the wrong wedding and meets a bride looking to run away."
2330,80232404,Battle Drone,03/01/2018,2018,TV-MA,94,"A team of mercenaries working with the CIA accepts an off-the-books mission in Chernobyl, where deadly human-controlled droids prepare an ambush."
2331,60036746,Boom,03/01/2018,2003,TV-MA,79,"Following a fashion show mishap, three supermodels find themselves on the run from dangerous gangsters trying to recover a fortune in stolen diamonds."
2332,60036613,Company,03/01/2018,2002,TV-MA,137,"Following a misunderstanding, a gangster and his boss part ways and become bitter enemies – with devastating consequences."
2334,80214584,Deathgrip,03/01/2018,2017,TV-MA,53,Mountain bikers – including legend Brendan Fairclough – put their skills to the test and engage in daring feats set against vivid backdrops.
2335,17671454,Dil Se,03/01/2018,1998,TV-14,166,A radio broadcaster's intense attraction to a mysterious woman opens the door to a tidal wave of powerful emotions and desires.
2336,60036617,Dum,03/01/2018,2003,TV-14,162,"When one of his colleagues becomes corrupted by power and goes over to the dark side, a young police officer tries to bring the offender to justice."
2337,80230555,Elles étaient en guerre 1939-1945,03/01/2018,2015,TV-14,92,"Mothers, nurses, soldiers and deportees – these women fought against persecution for freedom and survival amid the turbulence of World War II."
2338,70294790,Grand Masti,03/01/2018,2013,TV-MA,93,"Leaving their wives at home, three randy friends look forward to some raunchy extramarital fun at their college reunion."
2339,70063017,Guru,03/01/2018,2007,TV-14,155,Ambitious Gurukant Desai ignores his father's advice and leaves his village to find success in Turkey.
2340,60003401,Hamara Dil Aapke Paas Hai,03/01/2018,2000,TV-14,158,"Love blooms when kind-hearted Avinash takes in Preeti, a woman shunned by society, but the unorthodox living situation creates quite a stir among the neighbors."
2341,80224605,Hans Zimmer: Live in Prague,03/01/2018,2017,TV-G,138,"In this concert film, Oscar-winning composer Hans Zimmer performs his most iconic movie scores to a sell-out crowd at the O2 Arena in Prague."
2342,70021253,Haseena Maan Jaayegi,03/01/2018,1999,TV-PG,151,"A millionaire opens the door to comic complications when he punishes his spoiled sons for trying to make money through shady, get-rich-quick schemes."
2343,70138498,Hide & Seek,03/01/2018,2010,TV-14,96,"Years after an accident at a wild Christmas party traumatized them all, six former friends find themselves trapped in a shopping mall and forced by a killer disguised as Santa Claus to play a lethal game of hide-and-seek."
2344,80188099,Inconceivable,03/01/2018,2017,R,106,A couple trying to conceive invite a woman with a mysterious past to move in with them. But it's an invitation they might come to regret.
2345,70025303,Insan,03/01/2018,2005,TV-14,141,"A grieving policeman and a rickshaw driver are brought together by a dark, tragic secret that will change their lives forever."
2346,70048905,Iqbal,03/01/2018,2006,TV-Y7,127,A boy with a hearing and speech impairment – and extraordinary athletic ability – chases his lifelong dream of playing cricket for India.
2347,80223227,Ishqedarriyaan,03/01/2018,2015,TV-14,130,A young millionaire is willing to do anything to make the schoolteacher he loves happy. Even if it means helping her marry someone else.
2348,80223195,Issaq,03/01/2018,2013,TV-MA,140,Two young lovers in Banaras are caught in the crossfire of a feud between their powerful families and a political climate destroying their city.
2349,80236906,Judwaa 2,03/01/2018,2017,TV-14,145,"Separated at birth, twins Raja and Prem couldn't be more different. But when fate puts them both in London, they start being mistaken for each other."
2350,80238297,Kaakan,03/01/2018,2015,TV-14,132,"Star-crossed lovers from different social strata struggle to overcome differences in class and family expectation, as well as a long separation."
2351,80235958,Kalki,03/01/2018,2017,TV-14,41,A scientist trying to solve one of the universe's greatest puzzles begins a romance with a much younger colleague that's haunted by a dark secret.
2352,80238296,Kanika,03/01/2018,2017,TV-14,110,A doctor and his colleagues who use sex-determination testing for unethical ends face retribution from a supernatural victim who seeks vengeance.
2353,17969262,Khalnayak,03/01/2018,1993,TV-14,170,A prison guard goes undercover as a dancer to try and recapture an escaped criminal and restore her police inspector boyfriend's reputation.
2354,80223317,Khushi,03/01/2018,2003,TV-14,157,"While playing matchmaker to a pair of their friends, two young university students begin developing feelings for each other."
2355,70012334,Kyun! Ho Gaya Na,03/01/2018,2004,TV-PG,165,"Cinematic lovebirds Aishwarya Rai and Vivek Oberoi star in this love story about a sweet young girl, Diya, brought up by her widowed father on a coffee plantation in the village of Coorg."
2356,80184131,LA 92,03/01/2018,2017,R,114,Previously unseen footage is shaped into a fresh and timely retelling of the 1992 Rodney King trial – and the verdict that sparked civil unrest.
2357,80106947,Laal Rang,03/01/2018,2016,TV-14,143,"Eager for cash, Rajesh joins his friend Shankar's blood-theft operation. As Rajesh's greed grows and the cops close in, Shankar is poised to explode."
2358,80082014,Love Beats Rhymes,03/01/2018,2016,R,106,"After enrolling in a college poetry course, a struggling rapper finds inspiration for her new voice through slam poetry."
2360,70291094,Monster High 13 Wishes,03/01/2018,2013,TV-Y7,73,"It's a new school year at Monster High, and the little sister of Clawdeen Wolf, Howleen, is determined to be more fangtastic than ever."
2361,70250369,Monster High: Ghouls Rule,03/01/2018,2012,TV-Y7,71,"After learning that monsters and ""Normies"" used to spend Halloween together, Frankie Stein and her pals rally both groups for a frightfully good time."
2362,80223230,No Entry,03/01/2018,2005,TV-PG,161,"After a prank goes sideways, three buddies find their relationships  – with women and each other – tested in unexpected ways."
2363,80059049,Pardes,03/01/2018,1997,TV-14,187,"Prompted by loyalty, Arjun plays matchmaker between his philandering foster brother and a conservative girl but winds up falling in love himself."
2364,60032008,Pitaah,03/01/2018,2002,TV-MA,127,"Thakur Avadh is an evil landlord in a remote village who rules with an iron fist. His two sons live a debauched life, knowing that their father will bail them out of any scrape."
2365,60037397,Pukar,03/01/2018,2000,TV-14,165,A notorious terrorist manipulates an Indian army major's jilted lover into helping him obtain a classified military code.
2366,80223228,Rahasya,03/01/2018,2015,TV-14,117,"The murder of a teenage girl found dead in her bedroom opens up a twisted investigation that leads into a dark, murky labyrinth of secrets and lies."
2367,70001082,Run,03/01/2018,2004,TV-14,134,Siddharth falls in love with beautiful Jhanvi. But Jhanvi's brother Ganpat is overly possessive – and determined to destroy their relationship.
2368,80238291,Samarppanam,03/01/2018,2017,TV-14,116,"When a young girl is killed in a suspicious train accident, three very different lives become intertwined in their quest for answers."
2369,80158247,Schubert In Love,03/01/2018,2016,TV-14,94,"The last of his family line, Olaf Schubert doesn't have time for a girlfriend but dutifully searches for one when his father demands offspring."
2370,60035875,Shakti: The Power,03/01/2018,2002,TV-MA,168,A young mother must break free of the clutches of her husband's feudal family and bring herself and her young child to safety.
2371,70244982,Shanghai,03/01/2018,2012,TV-14,109,Three disparate characters uncover government corruption as a small Indian town receives an influx of foreign money to turn it into the next Shanghai.
2372,70065769,Shararat,03/01/2018,2002,TV-PG,148,"Unable to bribe his way out of a reckless driving charge, an arrogant rich kid is sentenced to community service at a home for senior citizens."
2373,70099702,Shaurya: It Takes Courage to Make Right... Right,03/01/2018,2008,TV-14,135,Courtroom intrigue plays out against a backdrop of military secrets in this Bollywood drama with a plot that's reminiscent of A Few Good Men.
2374,80238637,Shubh Aarambh,03/01/2018,2017,TV-PG,127,"As her own wedding looms on the horizon, a marriage counselor strives to save her future in-laws' crumbling relationship."
2375,80188777,Shuddhi,03/01/2018,2017,TV-14,115,An American woman on a revenge mission travels to India and befriends two journalists seeking justice for violent crimes against women.
2376,80238293,Solo,03/01/2018,2017,TV-14,150,"Four disparate lives – a gangster, a student, a veterinarian and a soldier – are evocatively connected to elements of earth, fire, wind and water."
2377,80132381,Something Huge,03/01/2018,2017,TV-MA,87,"A director and a comedian want to shoot the ""comedy of the future"" and make cinema history, but soon run out of resources and run into mission creep."
2378,80023851,Super Nani,03/01/2018,2014,TV-PG,127,"A loving, concerned American grandson travels to Mumbai to rescue his unappreciated grandmother from her drudgery and fulfill her true potential."
2379,70019491,Swades,03/01/2018,2004,TV-PG,185,An Americanized NASA scientist returns to his native India on a business trip and searches for the nanny who helped raise him.
2380,70304187,Swearnet Live,03/01/2018,2014,TV-MA,75,"""Trailer Park Boys"" John Paul Tremblay, Robb Wells and Mike Smith host this foulmouthed live kick-off of their Web-based Swearnet network."
2381,60001670,Taal,03/01/2018,1999,TV-PG,177,"Businessman Manav falls for aspiring singer Mansi, but their romance faces an uphill climb when Manav must depart and Mansi's suave manager moves in."
